OrphaCode,Name,DisorderType,ClassificationLevel,Definition
163746,Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease,Disease,Disorder,Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease (PCWH) is a systemic disease characterized by the association of the features of Waardenburg-Shah syndrome (WSS) with neurological features of variable severity.
684,Paramyotonia congenita of Von Eulenburg,Disease,Disorder,Paramyotonia congenita of Von Eulenburg is characterised by exercise- or cold-induced myotonia and muscle weakness.
163931,Acrodermatitis continua of Hallopeau,Disease,Disorder,"A rare, genetic, chronic, recurrent, slowly progressive, epidermal disease characterized by small, sterile, pustular eruptions, involving the nails and surrounding skin of the fingers and/or toes, which coalesce and burst, leaving erythematous, atrophic skin where new pustules develop. Onychodystrophy is frequently associated and anonychia and osteolysis are reported in severe cases. Local expansion (to involve the hands, forearms and/or feet) and involvement of mucosal surfaces (e.g. conjunctiva, tongue, urethra) may be observed."
273,Steinert myotonic dystrophy,Disease,Disorder,"A rare genetic multi-system disorder characterized by a wide range of muscle-related manifestations (muscle weakness, myotonia, early onset cataracts (before age 50) and systemic manifestations (cerebral, endocrine, cardiac, gastrointestinal tract, uterus, skin and immunologic involvement) that vary depending on the age of onset. The very wide clinical spectrum ranges from lethal presentations in infancy to mild, late-onset disease."
163927,Pustulosis palmaris et plantaris,Disease,Disorder,"A rare skin disease characterized by chronic eruption of sterile pustules on an erythematous and desquamative background. The lesions are usually painful and affect the palms and soles, sometimes also the lateral aspects of hands and feet. Nail lesions (such as nail pitting, onycholysis, subungual pustules, and nail dystrophy) are also observed. The condition takes a chronic and relapsing course. Typical associations are psoriatic arthritis, thyroid gland dysfunction, and smoking."
163937,"X-linked intellectual disability, Najm type",Disease,Disorder,"Najm type X-linked intellectual deficit is a rare cerebellar dysgenesis syndrome characterized by variable clinical manifestations ranging from mild intellectual deficit with or without congenital nystagmus, to severe cognitive impairment associated with cerebellar and pontine hypoplasia/atrophy and abnormalities of cortical development."
163934,Atopic keratoconjunctivitis,Disease,Disorder,"A rare, chronic allergic disease of the cornea and conjunctiva occurring in all age groups, characterized by severe itching and burning sensation, conjunctival injection, photophobia and edema with serious cases leading to ulceration of the cornea which can result in blindness. It is often associated with atopic dermatitis."
163914,OBSOLETE: Limbic encephalitis with nCMAgs antibodies,Disease,Disorder,"A rare, chronic allergic disease of the cornea and conjunctiva occurring in all age groups, characterized by severe itching and burning sensation, conjunctival injection, photophobia and edema with serious cases leading to ulceration of the cornea which can result in blindness. It is often associated with atopic dermatitis."
163924,OBSOLETE: Non-herpetic acute limbic encephalitis,Disease,Disorder,"A rare, chronic allergic disease of the cornea and conjunctiva occurring in all age groups, characterized by severe itching and burning sensation, conjunctival injection, photophobia and edema with serious cases leading to ulceration of the cornea which can result in blindness. It is often associated with atopic dermatitis."
614,Thomsen and Becker disease,Disease,Disorder,"A rare, genetic, skeletal muscle channelopathy characterized by slow muscle relaxation after contraction (myotonia)."
163966,"X-linked dominant chondrodysplasia, Chassaing-Lacombe type",Disease,Disorder,"X-linked dominant chondrodysplasia Chassaing-Lacombe type is a rare genetic bone disorder characterized by chondrodysplasia, intrauterine growth retardation (IUGR), hydrocephaly and facial dysmorphism in the affected males."
163971,"X-linked intellectual disability, Cilliers type",Disease,Disorder,"X-linked intellectual deficit, Cilliers type is characterized by mild intellectual deficit associated with short stature, hypergonadotropic hypogonadism, microcephaly and mild facial dysmorphism (deep-set eyes, prominent supraorbital ridges, a high nasal bridge and large ears)."
163976,"X-linked intellectual disability, Van Esch type",Malformation syndrome,Disorder,"A rare, genetic, syndromic intellectual disability characterized by developmental delay, mild to moderate intellectual disability, low birth weight, moderate to severe short stature, microcephaly and variable hypergonadotropic hypogonadism. Mild facial dismorfism include upslanted palpebral fissures and prominent nasal bridge."
163979,X-linked intellectual disability-craniofacioskeletal syndrome,Disease,Disorder,"X-linked intellectual disability-craniofacioskeletal syndrome is a rare, hereditary, syndromic intellectual disability characterized by craniofacial and skeletal abnormalities in association with mild intellectual disability in females and early postnatal lethality in males. In addition to mild cognitive impairment, females present with microcephaly, short stature, skeletal features and extra temporal lobe gyrus. In males, intrauterine growth impairment, cardiac and urogenital anomalies have been reported."
163953,"X-linked intellectual disability, Raymond type",Disease,Disorder,"X-linked intellectual disability-craniofacioskeletal syndrome is a rare, hereditary, syndromic intellectual disability characterized by craniofacial and skeletal abnormalities in association with mild intellectual disability in females and early postnatal lethality in males. In addition to mild cognitive impairment, females present with microcephaly, short stature, skeletal features and extra temporal lobe gyrus. In males, intrauterine growth impairment, cardiac and urogenital anomalies have been reported."
163956,"X-linked intellectual disability, Nascimento type",Disease,Disorder,"X-linked intellectual disability, Nascimento type is a rare X-linked intellectual disability syndrome characterized by intellectual disability (with severe speech impairment), a myxedematous appearance, dysmorphic facial features (including large head, synophrys, prominent supraorbital ridges, almond-shaped and deep-set eyes, large ears, wide mouth with everted lower lip and downturned lip corners), low posterior hairline, short, broad neck, marked general hirsutism and abnormal hair whorls, skin changes (e.g. dry skin or hypopigmented spots), widely spaced nipples, obesity, micropenis, onychodystrophy and seizures."
163961,X-linked cerebral-cerebellar-coloboma syndrome,Disease,Disorder,"X-linked cerebral-cerebellar-coloboma syndrome is a rare, genetic syndrome with a cerebellar malformation as major feature characterized by cerebellar vermis hypo- or aplasia, ventriculomegaly, agenesis of corpus callosum and abnormalities of the brainstem and cerebral cortex in association with ocular coloboma. Clinically, patients show hydrocephalus at birth, neonatal hypotonia with abnormal breathing pattern, ocular abnormalities with impaired vision, severe psychomotor delay, and seizures."
164726,Acute myeloid leukemia and myelodysplastic syndromes related to radiation,Disease,Disorder,"A subgroup of therapy-related myeloid neoplasms (t-MN), associated with treatment of an unrelated neoplastic disease with radiation. The neoplastic cells typically harbor unbalanced aberrations of chromosomes 5 and 7 (monosomy 5/del(5q) and monosomy 7/del(7q)) or a complex karyotype. Patients frequently present with multilineage dysplasia and cytopenias 5-10 years after exposure."
324,Fabry disease,Disease,Disorder,"A rare genetic, multisystemic lysosomal disease characterized by specific cutaneous (angiokeratoma), neurological (pain), renal (proteinuria, chronic kidney failure), cardiovascular (cardiomyopathy, arrhythmia), cochleo-vestibular and cerebrovascular manifestations (transient ischemic attacks, strokes). The phenotypic expression depends on age of onset and, in females, the level of X-inactivation."
